#organism	nchr	16Scopynum	nprot	nprot_withfunc	taxonomy
Aciduliprofundum_boonei_T469_uid43333	1	1	1544	786	k:Archaea;p:Euryarchaeota;c:undef;o:undef;f:undef;g:Aciduliprofundum;s:boonei
Alistipes_finegoldii_DSM_17242_uid168180	1	2	3110	1023	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Rikenellaceae;g:Alistipes;s:finegoldii
Helicobacter_pylori_Rif1_uid178202	1	2	1595	920	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Crinalium_epipsammum_PCC_9333_uid183113	1	4	4474	1500	k:Bacteria;p:Cyanobacteria;c:undef;o:Oscillatoriales;f:undef;g:Crinalium;s:epipsammum
Neisseria_meningitidis_M01_240149_uid162079	1	4	1936	1161	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:meningitidis
Yersinia_pseudotuberculosis_PB1__uid59153	1	7	4150	2594	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:pseudotuberculosis
Prochlorococcus_marinus_MIT_9211_uid58309	1	1	1854	983	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:marinus
Caulobacter_crescentus_CB15_uid57891	1	2	3737	1801	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Caulobacterales;f:Caulobacteraceae;g:Caulobacter;s:vibrioides
Nitratiruptor_SB155_2_uid58861	1	3	1843	1087	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:undef;f:undef;g:Nitratiruptor;s:undef
Chlamydophila_pneumoniae_J138_uid57829	1	1	1069	569	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:pneumoniae
Bacillus_cellulosilyticus_DSM_2522_uid43329	1	10	4266	1871	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:cellulosilyticus
Psychromonas_ingrahamii_37_uid58521	1	10	3545	2071	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Psychromonadaceae;g:Psychromonas;s:ingrahamii
Methanobrevibacter_ruminantium_M1_uid45857	1	2	2217	972	k:Archaea;p:Euryarchaeota;c:Methanobacteria;o:Methanobacteriales;f:Methanobacteriaceae;g:Methanobrevibacter;s:ruminantium
Streptomyces_cattleya_NRRL_8057___DSM_46488_uid162187	1	6	5822	1735	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:cattleya
Chlamydia_psittaci_VS225_uid175574	1	1	1108	541	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:psittaci
Staphylococcus_aureus_71193_uid162141	1	6	2622	1369	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
secondary_endosymbiont_of_Ctenarytaina_eucalypti_uid172737	1	1	918	633	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:undef;s:undef
Vibrio_EJY3_uid83161	2	9	4786	2640	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:undef
Haemophilus_influenzae_PittGG_uid58593	1	6	1661	1184	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Haemophilus;s:influenzae
Leuconostoc_gasicomitatum_LMG_18811_uid50385	1	4	1912	1077	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc;s:gelidum
Enterococcus_faecium_Aus0004_uid87025	1	6	2860	1270	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Enterococcaceae;g:Enterococcus;s:faecium
Clostridium_difficile_CD196_uid41017	1	10	3454	1666	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptostreptococcaceae;g:Peptoclostridium;s:difficile
Slackia_heliotrinireducens_DSM_20476_uid59051	1	2	2766	1025	k:Bacteria;p:Actinobacteria;c:Coriobacteriia;o:Eggerthellales;f:Eggerthellaceae;g:Slackia;s:heliotrinireducens
Starkeya_novella_DSM_506_uid48815	1	1	4431	2160	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Xanthobacteraceae;g:Starkeya;s:novella
Acinetobacter_oleivorans_DR1_uid50119	1	6	3874	1912	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Acinetobacter;s:oleivorans
Amycolatopsis_mediterranei_U32_uid50565	1	4	9228	2848	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Pseudonocardiales;f:Pseudonocardiaceae;g:Amycolatopsis;s:mediterranei
Chlamydia_trachomatis_uid196776	1	2	893	524	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Buchnera_aphidicola_Cc__Cinara_cedri__uid58579	1	1	357	346	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:aphidicola
Methanocaldococcus_infernus_ME_uid48803	1	2	1441	949	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanocaldococcaceae;g:Methanocaldococcus;s:infernus
Lactococcus_garvieae_Lg2_uid161935	1	5	1968	997	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Lactococcus;s:garvieae
Haemophilus_influenzae_Rd_KW20_uid57771	1	6	1610	1288	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Haemophilus;s:influenzae
Azospirillum_B510_uid46085	1	2	2893	1351	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Azospirillum;s:lipoferum
Sinorhizobium_meliloti_GR4_uid184823	1	3	3319	1688	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Rhizobiaceae;g:Sinorhizobium;s:meliloti
Ammonifex_degensii_KC4_uid41053	1	2	2052	1054	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacteraceae;g:Ammonifex;s:degensii
Thermoproteus_uzoniensis_768_20_uid65089	1	1	2186	909	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Thermoproteus;s:uzoniensis
Sulfolobus_islandicus_Y_N_15_51_uid58825	1	1	2850	1062	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:islandicus
Escherichia_coli_O104_H4_2009EL_2050_uid175905	1	7	4969	3004	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Streptococcus_thermophilus_LMG_18311_uid58219	1	6	1888	971	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:thermophilus
Bacillus_amyloliquefaciens_XH7_uid158881	1	7	4190	1983	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:amyloliquefaciens
Chlamydia_trachomatis_E_11023_uid161369	1	2	926	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Escherichia_coli_K_12_substr__MG1655_uid57779	1	7	4145	2931	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Salinibacter_ruber_M8_uid47323	1	1	3086	1217	k:Bacteria;p:Bacteroidetes;c:undef;o:Bacteroidetes;f:Rhodothermaceae;g:Salinibacter;s:ruber
Halobacterium_NRC_1_uid57769	1	1	2075	997	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Halobacterium;s:salinarum
Listeria_monocytogenes_SLCC2540_uid175106	1	6	2907	1534	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Streptococcus_suis_ST3_uid66327	1	4	1952	1065	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:suis
Bifidobacterium_asteroides_PRL2011_uid176921	1	2	1658	882	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:asteroides
Ketogulonicigenium_vulgare_WSH_001_uid161161	1	4	2596	1385	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Ketogulonicigenium;s:vulgare
Pasteurella_multocida_Pm70_uid57627	1	6	2012	1560	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Pasteurella;s:multocida
Rickettsia_slovaca_13_B_uid82369	1	1	1112	612	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:slovaca
Burkholderia_pseudomallei_1026b_uid162511	2	4	6070	2731	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:pseudomallei
Leptothrix_cholodnii_SP_6_uid58971	1	2	4363	2321	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:undef;g:Leptothrix;s:cholodnii
Chlamydia_trachomatis_D_SotonD1_uid196772	1	2	894	524	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Natrinema_J7_uid171337	1	3	4239	1255	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Natrinema;s:undef
Halobacteroides_halobius_DSM_5150_uid184862	1	5	2468	1322	k:Bacteria;p:Firmicutes;c:Clostridia;o:Halanaerobiales;f:Halobacteroidaceae;g:Halobacteroides;s:halobius
Candidatus_Riesia_pediculicola_USDA_uid46841	1	2	543	442	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Riesia;s:pediculicola
Lysinibacillus_sphaericus_C3_41_uid58945	1	10	4584	1938	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Lysinibacillus;s:sphaericus
Streptococcus_pneumoniae_TIGR4_uid57857	1	4	2105	1227	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pneumoniae
Magnetospirillum_magneticum_AMB_1_uid58527	1	2	4561	1852	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Rhodospirillaceae;g:Magnetospirillum;s:magneticum
Meiothermus_ruber_DSM_1279_uid198526	1	2	3056	1492	k:Bacteria;p:Deinococcus-Thermus;c:Deinococci;o:Thermales;f:Thermaceae;g:Meiothermus;s:ruber
Synechococcus_WH_7803_uid61607	1	2	2533	1217	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechococcus;s:undef
Olsenella_uli_DSM_7084_uid51367	1	1	1739	964	k:Bacteria;p:Actinobacteria;c:Coriobacteriia;o:Coriobacteriales;f:Atopobiaceae;g:Olsenella;s:uli
Pyrobaculum_1860_uid82379	1	4	2824	956	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Pyrobaculum;s:undef
Chlamydia_trachomatis_G_11074_uid161409	1	2	919	528	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Frankia_EAN1pec_uid58367	1	3	7191	1904	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Frankiales;f:Frankiaceae;g:Frankia;s:undef
Candidatus_Nitrososphaera_gargensis_Ga9_2_uid176707	1	1	3565	847	k:Archaea;p:Thaumarchaeota;c:Nitrososphaeria;o:Nitrososphaerales;f:Nitrososphaeraceae;g:Nitrososphaera;s:gargensis
Mycoplasma_gallisepticum_F_uid162001	1	2	756	406	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:gallisepticum
Staphylococcus_aureus_N315_uid57837	1	5	2582	1464	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Chlamydia_trachomatis_A_5291_uid196770	1	2	899	527	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Propionibacterium_propionicum_F0230a_uid170533	1	2	2938	1294	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:propionicum
Bradyrhizobium_japonicum_USDA_110_uid57599	1	1	8317	3278	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Bradyrhizobium;s:diazoefficiens
Phaeobacter_gallaeciensis_DSM_17395_uid54717	1	4	3528	1736	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Phaeobacter;s:inhibens
Erwinia_tasmaniensis_Et1_99_uid59029	1	7	3427	2221	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Erwinia;s:tasmaniensis
Neisseria_gonorrhoeae_FA_1090_uid57611	1	4	2002	1094	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:gonorrhoeae
Chlamydia_psittaci_WC_uid175577	1	1	1046	540	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:psittaci
Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid58915	1	7	4538	2752	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:enterica
Candidatus_Hamiltonella_defensa_5AT__Acyrthosiphon_pisum__uid59289	1	3	2094	1011	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Hamiltonella;s:defensa
Terriglobus_saanensis_SP1PR4_uid53251	1	1	4180	1584	k:Bacteria;p:Acidobacteria;c:Acidobacteriia;o:Acidobacteriales;f:Acidobacteriaceae;g:Terriglobus;s:saanensis
archaeon_Mx1201_uid196597	1	1	1651	774	k:Archaea;p:Euryarchaeota;c:Thermoplasmata;o:Methanomassiliicoccales;f:Methanomassiliicoccaceae;g:Methanomethylophilus;s:alvus
Bacillus_megaterium_WSH_002_uid159841	1	10	5178	2144	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:megaterium
Brachybacterium_faecium_DSM_4810_uid58649	1	3	3068	1509	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Dermabacteraceae;g:Brachybacterium;s:faecium
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_morsitans__Yale_colony__uid88075	1	2	618	586	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Wigglesworthia;s:glossinidia
Streptococcus_parauberis_KCTC_11537_uid67355	1	5	1868	1102	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:parauberis
Borrelia_recurrentis_A1_uid58793	1	1	800	527	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Borreliaceae;g:Borrelia;s:recurrentis
Mycobacterium_liflandii_128FXT_uid59005	1	1	4994	1634	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:liflandii
Stigmatella_aurantiaca_DW4_3_1_uid158509	1	2	8352	2328	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Myxococcales;f:Cystobacteraceae;g:Stigmatella;s:aurantiaca
Halorhodospira_halophila_SL1_uid58473	1	2	2407	1521	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales;f:Ectothiorhodospiraceae;g:Halorhodospira;s:halophila
Listeria_monocytogenes_serotype_1_2b_SLCC2755_uid52455	1	6	2877	1536	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Desulfovibrio_vulgaris__Miyazaki_F__uid59089	1	4	3180	1629	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales;f:Desulfovibrionaceae;g:Desulfovibrio;s:vulgaris
Thermoanaerobacterium_thermosaccharolyticum_M0795_uid184821	1	5	2578	1336	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacterales;g:Thermoanaerobacterium;s:thermosaccharolyticum
Pantoea_ananatis_LMG_20103_uid46807	1	7	4241	2703	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Pantoea;s:ananatis
Corynebacterium_glutamicum_ATCC_13032_uid61611	1	6	3057	1448	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:glutamicum
Clostridium_botulinum_A_Hall_uid58931	1	8	3332	1575	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:botulinum
Chlamydia_trachomatis_G_9768_uid161353	1	2	920	528	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Streptococcus_salivarius_JIM8777_uid162145	1	6	1979	1064	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:salivarius
Chlamydia_trachomatis_F_SW4_uid167484	1	2	873	524	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Acetobacter_pasteurianus_IFO_3283_03_uid158373	1	5	2627	1316	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodospirillales;f:Acetobacteraceae;g:Acetobacter;s:pasteurianus
Dehalococcoides_CBDB1_uid58413	1	1	1458	769	k:Bacteria;p:Chloroflexi;c:Dehalococcoidia;o:Dehalococcoidales;f:Dehalococcoidaceae;g:Dehalococcoides;s:mccartyi
Campylobacter_jejuni_M1_uid159535	1	3	1622	1031	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Campylobacter;s:jejuni
Bordetella_avium_197N_uid61563	1	3	3381	1935	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Bordetella;s:avium
Listeria_monocytogenes_FSL_R2_561_uid54441	1	6	2910	1572	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Mycobacterium_tuberculosis_UT205_uid162183	1	1	3794	1551	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:tuberculosis
Psychrobacter_PRwf_1_uid58459	1	5	2370	1412	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Psychrobacter;s:undef
Methanosaeta_concilii_GP6_uid66207	1	2	2829	1074	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosaetaceae;g:Methanosaeta;s:concilii
Salmonella_enterica_serovar_Paratyphi_A_AKU_12601_uid59269	1	7	4079	2678	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:enterica
Tolumonas_auensis_DSM_9187_uid59395	1	8	3130	2026	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Aeromonadales;f:Aeromonadaceae;g:Tolumonas;s:auensis
Candidatus_Midichloria_mitochondrii_IricVA_uid68687	1	1	1211	637	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Midichloriaceae;g:Midichloria;s:mitochondrii
Cyanobium_gracile_PCC_6307_uid182931	1	2	3280	1343	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Cyanobium;s:gracile
Pyrococcus_furiosus_DSM_3638_uid57873	1	1	2122	1067	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Pyrococcus;s:furiosus
Klebsiella_oxytoca_E718_uid170256	1	8	5701	3312	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Klebsiella;s:oxytoca
Salmonella_enterica_serovar_Typhimurium_798_uid158047	1	7	4318	2848	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:enterica
Chlamydophila_psittaci_CP3_uid175578	1	1	1116	543	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:psittaci
Geobacter_FRC_32_uid58543	1	2	3798	1705	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfuromonadales;f:Geobacteraceae;g:Geobacter;s:daltonii
Nitrosomonas_Is79A3_uid68745	1	1	3372	1443	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Nitrosomonadales;f:Nitrosomonadaceae;g:Nitrosomonas;s:undef
Paenibacillus_mucilaginosus_3016_uid89377	1	14	7057	2566	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Paenibacillaceae;g:Paenibacillus;s:mucilaginosus
Taylorella_equigenitalis_MCE9_uid62103	1	3	1556	1047	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Taylorella;s:equigenitalis
Porphyromonas_gingivalis_TDC60_uid67407	1	4	2217	866	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Porphyromonadaceae;g:Porphyromonas;s:gingivalis
Streptococcus_gallolyticus_ATCC_BAA_2069_uid63617	1	7	2309	1240	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:gallolyticus
Streptococcus_pneumoniae_SPNA45_uid174986	1	4	1922	1043	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pneumoniae
Desulfomonile_tiedjei_DSM_6799_uid168320	1	1	5469	1826	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Syntrophobacterales;f:Syntrophaceae;g:Desulfomonile;s:tiedjei
Methanocaldococcus_fervens_AG86_uid59347	1	2	1546	953	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanocaldococcaceae;g:Methanocaldococcus;s:fervens
Pyrobaculum_calidifontis_JCM_11548_uid58787	1	1	2152	972	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Pyrobaculum;s:calidifontis
Rickettsia_prowazekii_NMRC_Madrid_E_uid196850	1	1	938	604	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:prowazekii
Moorella_thermoacetica_ATCC_39073_uid58051	1	1	2463	1330	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacteraceae;g:Moorella;s:thermoacetica
Alteromonas_macleodii_AltDE1_uid179068	1	5	4045	1928	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Alteromonadaceae;g:Alteromonas;s:macleodii
Gordonia_KTR9_uid174812	1	3	4741	1737	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Gordoniaceae;g:Gordonia;s:undef
Halovivax_ruber_XH_70_uid184819	1	2	3099	1120	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Halovivax;s:ruber
Ureaplasma_parvum_serovar_3_ATCC_27815_uid58887	1	2	609	361	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Ureaplasma;s:parvum
Clostridiales_genomosp__BVAB3_UPII9_5_uid46219	1	2	1567	812	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Mageeibacillus;s:indolicus
Sulfobacillus_acidophilus_TPY_uid68841	1	5	3754	1523	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiales;g:Sulfobacillus;s:acidophilus
Staphylococcus_aureus_MW2_uid57903	1	6	2623	1436	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Streptococcus_agalactiae_NEM316_uid61585	1	7	2094	1164	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:agalactiae
Streptococcus_agalactiae_2603V_R_uid57943	1	7	2127	1151	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:agalactiae
Moraxella_catarrhalis_BBH18_uid48809	1	4	1886	1105	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Moraxella;s:catarrhalis
Carnobacterium_maltaromaticum_LMA28_uid179370	1	6	3581	1847	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Carnobacteriaceae;g:Carnobacterium;s:maltaromaticum
Bacillus_cereus_AH187_uid58753	1	14	5424	2370	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:cereus
Mycobacterium_tuberculosis_CCDC5079_uid203790	1	1	4156	1031	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:tuberculosis
Desulfovibrio_africanus_Walvis_Bay_uid66847	1	3	3725	1648	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales;f:Desulfovibrionaceae;g:Desulfovibrio;s:africanus
Clostridium_saccharolyticum_WM1_uid51419	1	6	4154	1888	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Clostridium;s:saccharolyticum
Candidatus_Moranella_endobia_PCIT_uid68739	1	1	406	394	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Moranella;s:endobia
