YP_687595.1	K12524
YP_691539.1	K01226
YP_691540.1	K00527
YP_691541.1	K04068
YP_691542.1	K15536
YP_691543.1	K03592
YP_691544.1	K09889
YP_691545.1	K02558
YP_691546.1	K03841
YP_691547.1
YP_691548.1	K02057
YP_691549.1	K02057
YP_691550.1	K02056
YP_691551.1	K01507
YP_691552.1
YP_691553.1	K09800
YP_691554.1	K07278
YP_691555.1	K07304
YP_691556.1
YP_691557.1	K07109
YP_691558.1
YP_691559.1	K01082
YP_691560.1	K01119
YP_691561.1
YP_691562.1
YP_691563.1
YP_691564.1	K07322
YP_691565.1	K11737
YP_691566.1	K03773
YP_691567.1	K07269
YP_691568.1
YP_691569.2
YP_691570.1
YP_691571.1	K07480
YP_691572.1
YP_691573.1	K03757
YP_691574.1
YP_691575.1	K07480
YP_691576.1
YP_691577.1	K04084
YP_691578.1	K03926
YP_691579.1	K07791
YP_691580.1	K01744
YP_691581.1	K07113
YP_691582.1	K16263
YP_691583.1	K04078
YP_691584.1	K04077
YP_691585.1
YP_691586.1
YP_691587.1
YP_691588.1	K07480
YP_691589.1
YP_691590.1	K02356
YP_691591.1	K16348
YP_691592.1	K11741
YP_691593.1	K03098
YP_691594.1	K01467
YP_691595.1	K00247
YP_691596.1	K00246
YP_691597.1	K00245
YP_691598.1	K00244
YP_691599.1	K04568
YP_691600.1	K05802
YP_691601.1	K01613
YP_691602.1	K06949
YP_691603.2	K13288
YP_691604.1
YP_691605.1
YP_691606.1	K06925
YP_691607.1	K01448
YP_691608.1	K03572
YP_691609.1	K00791
YP_691610.1	K03666
YP_691611.1	K03665
YP_691612.1	K04088
YP_691613.1	K04087
YP_691614.1	K09937
YP_691615.1	K01939
YP_691616.1	K13771
YP_691617.1	K12573
YP_691618.1	K03218
YP_691619.1
YP_691620.1	K07480
YP_691621.1
YP_691622.1	K09456
YP_691623.1
YP_691624.1
YP_691625.1	K06889
YP_691626.1	K03477
YP_691627.1	K03476
YP_691628.1	K03475
YP_691629.1	K02822
YP_691630.1	K02821
YP_691631.1	K03078
YP_691632.1	K03079
YP_691633.1	K03077
YP_691634.1
YP_691635.1	K02990
YP_691636.1	K02963
YP_691637.1	K02939
YP_691638.1	K07483
YP_691639.1
YP_691640.1
YP_691641.1
YP_691642.1
YP_691643.1
YP_691644.1
YP_691645.1	K03427
YP_691646.1	K01153
YP_691647.1
YP_691648.1	K07480
YP_691649.1
YP_691650.1
YP_691651.1
YP_691652.1
YP_691653.1	K00484
YP_691654.1
YP_691655.1	K02508
YP_691656.1	K02511
YP_691657.1	K02510
YP_691658.1	K02509
YP_691659.1	K01826
YP_691660.1	K00455
YP_691661.1	K00151
YP_691662.1	K05921
YP_691663.1
YP_691664.1	K05874
YP_691665.1
YP_691666.1
YP_691667.1
YP_691668.2	K01002
YP_691669.1
YP_691670.1	K02315
YP_691671.1	K02317
YP_691672.1
YP_691673.1
YP_691674.1
YP_691675.1	K07480
YP_691676.1
YP_691677.1
YP_691678.1	K13255
YP_691679.1
YP_691680.1	K00564
YP_691681.1	K02344
YP_691682.1	K03789
YP_691683.1	K08723
YP_691684.1	K02837
YP_691685.1	K04065
YP_691686.1
YP_691687.1	K03424
YP_691688.1
YP_691689.1
YP_691690.1	K01619
YP_691691.1	K00758
YP_691692.1	K01839
YP_691693.1	K03784
YP_691694.1
YP_691695.1	K07186
YP_691696.1	K01079
YP_691697.1	K04485
YP_691698.1	K06211
YP_691699.1
YP_691700.1	K08309
YP_691701.1	K03720
YP_691702.1
YP_691703.1	K15634
YP_691704.1	K05804
YP_691705.1	K05805
YP_691706.1	K07663
YP_691707.1	K07641
YP_691708.1	K06143
YP_691709.1	K07773
YP_691710.1	K02533
